title,keywords,group,link,pdf,abstract
"Procrastinated Tree Search- Black-Box Optimization with Delayed, Noisy, and Multi-Fidelity Feedback",Search And Optimization (SO,Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21280,https://ojs.aaai.org/index.php/AAAI/article/view/21280/21029,Abstract
DPCD- Discrete Principal Coordinate Descent for Binary Variable Problems,Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21281,https://ojs.aaai.org/index.php/AAAI/article/view/21281/21030,Abstract
Optimize What You Evaluate With- Search Result Diversification Based on Metric Optimization,Search And Optimization (SO,Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21282,https://ojs.aaai.org/index.php/AAAI/article/view/21282/21031,Abstract
"A First Mathematical Runtime Analysis of the Non-dominated Sorting Genetic Algorithm II (NSGA-II) | [link](https://ojs.aaai.org/index.php/AAAI/article/view/21283), [pdf](https://ojs.aaai.org/index.php/AAAI/article/view/21283/21032), [keywords](Search And Optimization (SO)), [abstract](Abstract), [group](Technical Tracks 9: AAAI Technical Track on Search and Optimization)Scaling Up Influence Functions",Search And Optimization (SO),Technical Tracks 9: AAAI Technical Track on Search and Optimization,https://ojs.aaai.org/index.php/AAAI/article/view/21283,https://ojs.aaai.org/index.php/AAAI/article/view/21283/21032,Abstract
Chaining Value Functions for Off-Policy Learning,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20792,https://ojs.aaai.org/index.php/AAAI/article/view/20792/20551,Abstract
Graph Filtration Kernels,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20793,https://ojs.aaai.org/index.php/AAAI/article/view/20793/20552,Abstract
Neural Networks Classify through the Class-Wise Means of Their Representations,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20794,https://ojs.aaai.org/index.php/AAAI/article/view/20794/20553,Abstract
Neuro-Symbolic Inductive Logic Programming with Logical Neural Networks,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20795,https://ojs.aaai.org/index.php/AAAI/article/view/20795/20554,Abstract
Max-Margin Contrastive Learning,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20796,https://ojs.aaai.org/index.php/AAAI/article/view/20796/20555,Abstract
Learning to Transfer with von Neumann Conditional Divergence,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20797,https://ojs.aaai.org/index.php/AAAI/article/view/20797/20556,Abstract
Online Apprenticeship Learning,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20798,https://ojs.aaai.org/index.php/AAAI/article/view/20798/20557,Abstract
HoD-Net- High-Order Differentiable Deep Neural Networks and Applications,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20799,https://ojs.aaai.org/index.php/AAAI/article/view/20799/20558,Abstract
Conditional Generative Model Based Predicate-Aware Query Approximation,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20800,https://ojs.aaai.org/index.php/AAAI/article/view/20800/20559,Abstract
Learning Bounded Context-Free-Grammar via LSTM and the Transformer- Difference and the Explanations,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20801,https://ojs.aaai.org/index.php/AAAI/article/view/20801/20560,Abstract
Shape Prior Guided Attack- Sparser Perturbations on 3D Point Clouds,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20802,https://ojs.aaai.org/index.php/AAAI/article/view/20802/20561,Abstract
TRF- Learning Kernels with Tuned Random Features,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20803,https://ojs.aaai.org/index.php/AAAI/article/view/20803/20562,Abstract
Estimation of Local Average Treatment Effect by Data Combination,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20804,https://ojs.aaai.org/index.php/AAAI/article/view/20804/20563,Abstract
Constraint-Driven Explanations for Black-Box ML Models,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20805,https://ojs.aaai.org/index.php/AAAI/article/view/20805/20564,Abstract
Noise-Robust Learning from Multiple Unsupervised Sources of Inferred Labels,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20806,https://ojs.aaai.org/index.php/AAAI/article/view/20806/20565,Abstract
QUILT- Effective Multi-Class Classification on Quantum Computers Using an Ensemble of Diverse Quantum Classifiers,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20807,https://ojs.aaai.org/index.php/AAAI/article/view/20807/20566,Abstract
EqGNN- Equalized Node Opportunity in Graphs,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20808,https://ojs.aaai.org/index.php/AAAI/article/view/20808/20567,Abstract
ApproxIFER- A Model-Agnostic Approach to Resilient and Robust Prediction Serving Systems,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20809,https://ojs.aaai.org/index.php/AAAI/article/view/20809/20568,Abstract
Feature Importance Explanations for Temporal Black-Box Models,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20810,https://ojs.aaai.org/index.php/AAAI/article/view/20810/20569,Abstract
Reward-Weighted Regression Converges to a Global Optimum,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20811,https://ojs.aaai.org/index.php/AAAI/article/view/20811/20570,Abstract
Gradient-Based Novelty Detection Boosted by Self-Supervised Binary Classification,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20812,https://ojs.aaai.org/index.php/AAAI/article/view/20812/20571,Abstract
Deterministic and Discriminative Imitation (D2-Imitation)- Revisiting Adversarial Imitation for Sample Efficiency,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20813,https://ojs.aaai.org/index.php/AAAI/article/view/20813/20572,Abstract
Exploiting Mixed Unlabeled Data for Detecting Samples of Seen and Unseen Out-of-Distribution Classes,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20814,https://ojs.aaai.org/index.php/AAAI/article/view/20814/20573,Abstract
Generalized Equivariance and Preferential Labeling for GNN Node Classification,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20815,https://ojs.aaai.org/index.php/AAAI/article/view/20815/20574,Abstract
Explainable and Local Correction of Classification Models Using Decision Trees,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20816,https://ojs.aaai.org/index.php/AAAI/article/view/20816/20575,Abstract
Consistency Regularization for Adversarial Robustness,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20817,https://ojs.aaai.org/index.php/AAAI/article/view/20817/20576,Abstract
Regularization Guarantees Generalization in Bayesian Reinforcement Learning through Algorithmic Stability,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20818,https://ojs.aaai.org/index.php/AAAI/article/view/20818/20577,Abstract
FedProto- Federated Prototype Learning across Heterogeneous Clients,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20819,https://ojs.aaai.org/index.php/AAAI/article/view/20819/20578,Abstract
What about Inputting Policy in Value Function- Policy Representation and Policy-Extended Value Function Approximator,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20820,https://ojs.aaai.org/index.php/AAAI/article/view/20820/20579,Abstract
Optimal Sampling Gaps for Adaptive Submodular Maximization,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20821,https://ojs.aaai.org/index.php/AAAI/article/view/20821/20580,Abstract
"With False Friends Like These, Who Can Notice Mistakes-",Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20822,https://ojs.aaai.org/index.php/AAAI/article/view/20822/20581,Abstract
Powering Finetuning in Few-Shot Learning- Domain-Agnostic Bias Reduction with Selected Sampling,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20823,https://ojs.aaai.org/index.php/AAAI/article/view/20823/20582,Abstract
SMINet- State-Aware Multi-Aspect Interests Representation Network for Cold-Start Users Recommendation,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20824,https://ojs.aaai.org/index.php/AAAI/article/view/20824/20583,Abstract
SplitFed- When Federated Learning Meets Split Learning,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20825,https://ojs.aaai.org/index.php/AAAI/article/view/20825/20584,Abstract
Listwise Learning to Rank Based on Approximate Rank Indicators,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20826,https://ojs.aaai.org/index.php/AAAI/article/view/20826/20585,Abstract
PrivateMail- Supervised Manifold Learning of Deep Features with Privacy for Image Retrieval,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20827,https://ojs.aaai.org/index.php/AAAI/article/view/20827/20586,Abstract
Amortized Generation of Sequential Algorithmic Recourses for Black-Box Models,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20828,https://ojs.aaai.org/index.php/AAAI/article/view/20828/20587,Abstract
Robust Optimal Classification Trees against Adversarial Examples,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20829,https://ojs.aaai.org/index.php/AAAI/article/view/20829/20588,Abstract
"Spline-PINN- Approaching PDEs without Data Using Fast, Physics-Informed Hermite-Spline CNNs",Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20830,https://ojs.aaai.org/index.php/AAAI/article/view/20830/20589,Abstract
Context Uncertainty in Contextual Bandits with Applications to Recommender Systems,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20831,https://ojs.aaai.org/index.php/AAAI/article/view/20831/20590,Abstract
Demystifying Why Local Aggregation Helps- Convergence Analysis of Hierarchical SGD,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20832,https://ojs.aaai.org/index.php/AAAI/article/view/20832/20591,Abstract
Learngene- From Open-World to Your Learning Task,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20833,https://ojs.aaai.org/index.php/AAAI/article/view/20833/20592,Abstract
Boosting Active Learning via Improving Test Performance,Machine Learning (ML,Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20834,https://ojs.aaai.org/index.php/AAAI/article/view/20834/20593,Abstract
Efficient Algorithms for General Isotone Optimization,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20835,https://ojs.aaai.org/index.php/AAAI/article/view/20835/20594,Abstract
Efficient Causal Structure Learning from Multiple Interventional Datasets with Unknown Targets,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20836,https://ojs.aaai.org/index.php/AAAI/article/view/20836/20595,Abstract
Continual Learning through Retrieval and Imagination,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20837,https://ojs.aaai.org/index.php/AAAI/article/view/20837/20596,Abstract
Max-Min Grouped Bandits,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20838,https://ojs.aaai.org/index.php/AAAI/article/view/20838/20597,Abstract
Sample-Efficient Reinforcement Learning via Conservative Model-Based Actor-Critic,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20839,https://ojs.aaai.org/index.php/AAAI/article/view/20839/20598,Abstract
Controlling Underestimation Bias in Reinforcement Learning via Quasi-median Operation,Machine Learning (ML),Technical Tracks 8: AAAI Technical Track on Machine Learning III,https://ojs.aaai.org/index.php/AAAI/article/view/20840,https://ojs.aaai.org/index.php/AAAI/article/view/20840/20599,Abstract
